Group Code,PT Code,PR Code,School Name,Address,District,State,Pin Code,Phone,Email,Website,"Action
",Remark,Academic Year,Strength,Board Type,Session Start From,Minority Type,Saturday Status,Working Status 
GS0215,PT1920,PR18003,New Horizon Scholars School,"Kolshet, Thane West",Thane,Maharashtra,400607,X,X,X,Implement,,2025-26,,CBSE,,,,
GS0215,PT1921,PR18004,New Horizon Scholars School,"Vasant Lawns, Subhash Nagar, Opp Tcs/Dp Road, Thane (West) -400601",Thane,Maharashtra,400606,X,X,X,Visit,,2025-26,,CBSE,,,,
GS0215,PT1922,PR18005,"New Horizon Scholar's School, Kavesar Thane","Anand Nagar, Ghodbunder Rd, Near muchhala college, Kavesar, Thane West",Thane,Maharashtra,400615,X,X,X,Implement,,2025-26,,CBSE,,,,
,,PR18006,"New Horizon School, Aurnal","Shendri Road. A/P- Aurnal, Tal- Gadhinglaj",Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18007,New Times International School,"Get No.351/333/1lonikand,Tal- Haveli, Dist-Pune, Pune -Nagar Road Pune",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18008,New Wisdom International School,"Plot No 32, Gurugovind Society, Near Datta Temple, Sangharsh Chowk, Pune 14",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18009,Nirmal Bright Future School,Nirmalnagar,Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18010,Nirmal International School,"Near Nirmal Seeds Pvt Ltd, Anturli Phata, Bhadgaon Road, Pachora 424201",Jalgaon,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18011,Nootan International English School,At Landgewadi Tal Kavathemahankal Dist Sangli,Sangli,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18012,Northstar Global School,"Behind Vikhe Patil Memorial Hospital, Kektai Road, Wadgaon Gupta, Ahmednagar",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18013,Oasis English Medium School,"Marahta Nagar, Nepti Road, Kedgaon Devi",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18014,Olympus School For Excellence,At Post Bhandgaon,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18015,"Om Vidyaniketan School,Umrer","Omkarnagar, Bahinbai Nagar Road, Parsodi, Umrer, Nagpur.",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18016,Orchid City International School,"Mouja Navsari, Amravati",Amravati,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18017,Orchid Public School,"Dhantoli, Katol",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18018,Orchid Techno School,"14/140 Cidco, Waluj Mahanagar, Waluj",Aurangabad,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0052,,PR18019,Orchids The International School,"Plot No. 23, Sector 1, Koparkhairane Navi Mumbai â€“ 400709",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0052,,PR18020,Orchids The International School,"Sg Burve Road, Near Kurla Nagrik Bank,Kurla (West), Mumbai 400070.",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18021,"St. Paul's English Medium Schoo
","7PRF+VG4, Munjka, Rajkot, Gujarat",Rajkot,Gujarat,360005,"02812587759,97374 99910",saintpaulsrajkot@yahoo.com,https://www.saintpaulsrajkot.org/,Internet,,,,ICSE,,,,
GS0052,,PR18022,Orchids The International School,"Tal. Mulshi, Dist.Pune",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0052,,PR18023,Orchids The International School,"Sector 27, Next To Ram Mandir, Nigdi â€“ Pradhikaran,",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0052,,PR18024,"Orchids The International School, Vikhroli","4-83, Sm Mandir Marg, Rajiv Gandhi Nagar , Vikhroli East, Mumbai , Maharashtra - 400083",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18025,Orhcids The Internatinal School,"C.V.O.D. Jain Pathshala, Svp Road, # 84, Samuel Street (Palagaly),Masjid Bunder, Mumbai 400 009",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18026,Oxford International School,"Survey No. 76,Pawde Wadi Road",Nanded,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18027,Oxford The Global School,,Nanded,Maharashtra,431605,X,X,X,Internet,,,,CBSE,,,,
,,PR18028,Oxford World School,"Tal.Haveli , Dist. Pune",Pune,Maharashtra,,X,X,X,Visit,,,1100,CBSE,,,,
,,PR18029,Oyster English High School,Gut No 15 Fatehpur Jalna Road Aurangabad Maharashtra,Aurangabad,Maharashtra,,X,X,X,Internet,5 Branches,,,CBSE,,,,Yes
,,PR18030,P E S Central School,Sector-I Aparant C B D Konkan Bhavan New Mumbai Maharashtra,Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,Yes
,,PR18031,P K International School,"Gat No. 714, Kadachiwadi, Taluka Khed, District Pune - 410501",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18032,P R Pote Patil International School,"Kathora Raod, Ganjanan Township Amravati",Amravati,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18033,P.K. International English School,V.H.B.P.Pandurang Kate Pratishatan Near Govind Gardan Pimpale Saudagar Tal.Haveli Dist.Pune,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18034,"P.S. Deshmukh Memorial Academy,",At- Post Tal -Shahapur Dist - Thane Maharashtra Pin Code - 421601,Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18035,Padamshri Shankar Bapu Apegaonkar English School,"Gate No. 46, Hirapur, Shivar, Aurangabad, Maharashtra",Aurangabad,Maharashtra,,X,X,X,Internet,2 schools,,1000,CBSE,,,,Yes
,,PR18036,Panacea International School,"Janapuri,Nanded Latur Road, Nanded, Mh 431606",Nanded,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18037,Panchshil Shikshan Sanstha,Holyden English Medium School Shree Gahininath Gaibi Pir Nagar Sangoan Road At Post Kagal Tal Kagal Dist Kolhapur Maharashtra 416216,Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18038,Pankaj Global Public School,"Dharangaon Rd, Chopda, Jalgaon,Mh",Jalgaon,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18039,Param Poojya Shree Ramkrishna Saraswati Gurukul,"At-Umale, Post-Dhanwad,",Jalgaon,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18040,Parikrama Public School,"A/P Kashti, Tal. Shrigonda, Dist Ahmednagar.",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,PT1316,PR18041,"Pawar Public School, Nanded City","Nanded City, Sinhagad Road",Pune,Maharashtra,411041,020 - 67506111 / 67506112,"info@ppsnandedcity.com
www.ppsnandedcity.com",www.ppsnandedcity.com,Visit,,,3300,CBSE,,,,
,,PR18042,"Pawar Public School,","Megapolis,Plot No.R1/1,Rajiv Gandhi Infotech Park,Phase 3,Midc,Hinjewadi",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18043,Pearls Academy,"Pearls Academy, Harsul Sawangi Gut No 81/82",Aurangabad,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18044,Phoenix Academy,"12/1-A, Station Road",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18045,Phoenix Academy,A/P Arangaon Tal.Nagar Dist. Ahmednagar,Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18046,Phoenix International & The Lilliputs,"Sector 3, Airoli, Navi Mumbai, Maharashtra 400708",Thane,Maharashtra,,x,phoenixinternational2023@gmail.com,,Visit,,,,CBSE,,,,
,,PR18047,Phoenix Podar Learn School,"Alipur, Taluka Barshi",Solapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18048,Pict Model School,"Survey No.6, Behind Holiday Inn, Beside Balewadi Stadium, Mhalunge",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18049,Pinnacle International English Medium School,"Kakandi Tarfe Pasadgaon, Near Sai Lawns, Malegaon Road, Tq. Dist- Nanded",Nanded,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18050,Dr Cyrus Poonawalla English Medium High School,"588, Rasta Peth, Pune, Maharashtra",Pune,Maharashtra,411011,"
9970098859 / 020-26120122",cesdrcspoonawallaschool@gmail.com,https://www.cpesr.org/,Visit,,,,CBSE,,,,
,,PR18051,Podar International School,"17, Survey No.16/14, Nera Old Rto Office Kardha, Bhandara",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18052,Podar International School,"Shantai Park, Seven Hills, Purna Road",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18053,Podar International School,"Survey No.1695, Karad-Masur Road, Koparde Haveli, Distt Satara, Maharashtra",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18054,Podar International School,"Jabinda Park Opp. Chanakyapuri, Aurangabad,",Bhandara,Maharashtra,431005,X,X,X,CBD,,,953,CBSE,,,,
,,PR18055,Podar International School,"Survey No. 47/2a, Bhushan Nagar, Besides Hotel Rangoli Road, Kedgaon.",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18056,Podar International School,"Podar Education Complex, Hiranandani Knowledge Park, Opposite Dr. L.H.Hiranandani Hospital, Powai",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,Yes
,,PR18057,Podar International School,"Kolshet Gaon, Hiranandani Estate, Thane",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18058,Podar International School,"Mohan Suburbia, Navre Park, Chinchpada, Ambernath West",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18059,Podar International School,"Near Asaram Bapu Ashram, Katol Road, Fetri Square, Fetri",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18060,Podar International School,"Survey No. Ph.-38/A, Mouza Welahari Tal. Nagpur, Maharashtra",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18061,Podar International School,"Tal-Khed, Dist-Pune",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18062,Podar International School,"Tal.Daund, , Dist.Pune.",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18063,Podar International School,"Survey No. 103/1 & 105/1-3, Behind Vishal Lawns, General Motors Road, Midc",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18064,Podar International School,"Chikhaldara Road, Narsala (Paratwada)",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18065,Podar International School,"Nimbhora, Tal-Amravati",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18066,Podar International School,"Survey No. 84/2, Kathora, Opposite Pote Farm, Kathora Road,",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18067,Podar International School,"Survey No16/9,Om Gardens, Next To Rajaswa Nagar.Vijapur Road.Sholapur",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18068,Podar International School,"Principal, Podar International School,Bhusaval, 68 /1 Aklud , Yawal Road ,P.O.- Padalse , Maharashtra, India",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18069,Podar International School,"Survery No. 335/1, Opp Bambhori Octrai Naka, Mumbai - Nagpur Highway, Jalgaon 425002",Bhandara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18070,Podar International School - Sangli,"Near Laxmi Temple, Kupwad Midc Road, Sangli",Sangli,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18071,Podar International School Chakan,"Ambe Than,Taluka Khed",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18072,Podar International School Satara,"43/1b Pandit Park, Tamjai Nagar, Karanje",Satara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18073,Podar International School Sundarwadi,"Sundarwadi, Jalna Road , Aurangabad",Aurangabad,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,Yes
,,PR18074,Podar International School- Wagholi,"Sr .No 22/70,Ubale Nagar,Wagholi,Pune",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18075,"Podar International School,","Kakade Park, Near Talera Hospital,Tanaji Nagar,Chinchwad, Pune - 411033",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18076,"Podar International School, Baramati","Gat No. 612, Bandalwadi (Gunawadi), Indapur Road, Baramati",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18077,"Podar International School, Chalisgaon","Survey No307/1,308/1,501/1, 501/2/1, Chhayadigram,Opp. Kadikarkhana, Ring Road, Chalisgaon",Jalgaon,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18078,"Podar International School, Kalyan","Podar International School, (Cbse) Wyale Nagar, Gandhar Village, Near Mohan Pride High Life, Kalyan (West) - 421301",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18079,"Podar International School, Kolhapur","Gat No 1032 A Ward, Kasba Karveer Radhanagari Road, Near Mhada Colony, Kolhapur, 416012",Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18080,"Podar International School, Village Yadrav, Taluk Shirol, District Kolhapur 416146","Village Yadrav Behind Tvs 2-Wheeler Showroom, Ichalkaranji- Sangli Road, Ichalkaranji 416 115",Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18081,"Podar International School, Waluj","Gut No. 78, Dhondre Patil Park, Golwadi, Waluj, Mahanagar-2, Aurangabad.",Aurangabad,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,Yes
,,PR18082,"Podar International School, Wardha","Near Nagthana, Besides Agnihotri College, Sindhi Meghe, Nagpur Yavatmal Bypass. Wardha- 442001",Wardha,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18083,"Podar International School,Ambegaon","Sr.No 1, Near Ashok Leyland Workshop, Katraj-Ambegaon Road, Pune, Maharashtra",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18084,"Podar International School,Godhani Nagpur","Survey No 381,Mouze Godhani Nagpur ( Rural)Dist Nagpur 441203",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18085,"Podar International School,Nerul","Palm Beach Road,Plot No.-30,Sec-36,Seawoods,Nerul(W)",Mumbai,Maharashtra,,X,X,,Internet,,,,CBSE,,,,
,,PR18086,Podar International School-Shirur,"Behind Reliance Petrol Pump,Mahajan Mala, Shirur, Nagar Road",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18087,"Poonam Nagar Mumbai Public School (Cbse), Andheri","Opp. Mmrda Colony, Poonam Nagar, Andheri (East)",Mumbai (Sub-urban),Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18088,Prakash Public School,"Prakash Shaikshanik Sankul, Urun Islampur",Sangli,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,PT0992,PR18089,Pratibha International School,"Block D-Iii, Behind Mehta Hospital, Chinchwad",Pune,Maharashtra,,"8237095506
8237095505",admission@pratibhaintschool.org,pratibhaintschool.org,Visit,,,,CBSE,,,,
,,PR18090,Pratibhasthali Gyanodaya Vidyapeeth Ramtek,Bhagwan Shantinath Jain Mandir Mouza Kawadak Ramtek Nagpur,Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18091,Pratiksha Nagar Mps Cbse School,"Patliputra Nagar , Jogeshwari West",Mumbai (Sub-urban),Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18092,Pravara Central Public School Pravaranagar,"Pravaranagar, Rahata,",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18093,Pravara High School,"Pravara High School, Opp- Zumbershet Kunkulol Complex, Belapur Road, Kolhar Bk, Tal- Rahata, Dist- Ahmednagar (Ms)",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,Yes
,,PR18094,Prerna International School,"Vihirgaon, Umrer Road, Tahsil And District Nagpur",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18095,Prodigy Public School,"Gat.No. 720(1&2), Pune -Nagar Road, Wagholi, Distt Pune, Maharashtra",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18096,Pune International School,"A/P Charholi Bk Tal.Haveli, Pcmc, Pune",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18097,Pune International School & Jr.College,"Pune International School & Jr.College, Sr No-33/2, Lane No-14, Vidyanagar, Pune-32",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18098,Pyramid International School,"Harsul , Aurangabad",Aurangabad,Maharashtra,431003,X,X,X,Visit,,,1000,CBSE,,,,
,,PR18099,R&De(Engrs.) School,Kalas Haveli Pune,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18100,R. B. T. Vidyalaya,"Kanchngaon, Khambalpada",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18101,R. S. Damani School,"Sawroli Road, , Tehsil - Shahpur",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18102,R.N. Podar School,Jain Deraser Road Santacruz(West) Mumbai Maharashtra,Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0071,,PR18103,Radcliffe School,"Sr. No. 38/2 Charholi Phata, Near Riddhi Siddhi Towers, Alandi Road, Bikaner Sweet, Pune 412105",Pune,Maharashtra,,X,X,X,No Visit,,,,CBSE,,,,
,,PR18104,M E S CENTRAL SCHOOL,"Dr. N K MOHAMMED MEMORIAL M E S CENTRAL SCHOOL,VALANCHERY",Malappuram,Kerala,676552,"0494 2644755,
0494 2102 975(Principal)",drnkmmescs@gmail.com,www.mescentralschoolvly.org,Internet,,,,CBSE,,,,
GS0071,PT1647,PR18105,"Radcliffe School, Ulwe","Plot No.2,Sector-20, Near Bamandongri Railway Station, Ulwe",Raigarh,Maharashtra,410206,x,x,x,Implement,,,,CBSE,,,,
,,PR18106,Radiance International School,"Saividyanagri , Pune Nashik Highway, Opp. Indian Oil Petrol Pump",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18107,Rahul International School,"Yeshwanth Shrusti, Near Andhra Bank, Boisar West.",Palghar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18108,Al Huda International School Jodhpur,"Shastri Nagar (near Chevrolet showroom, opposite Steel Bhawan), Jodhpur",Jodhpur,Rajasthan,342003,9351184784,,https://schools.org.in/jodhpur/08151500541/al-huda-international-ps.html;,Internet ,,,,CBSE,,,,
,,PR18109,Rahul International School,"Kanakia Park, Near Shree L R Tiwari Engineering College Of Engineering, Mira Road (East)",Palghar,Maharashtra,,2228151122,X,https://ris.education/campuses/mumbai/mira-road/?utm_source=Mira%20Road-GMB&utm_medium=GMB&utm_campaign=Google,Visit,,,,CBSE,,,,
,,PR18110,Rahul International School,"Patankar Park,Next To Ashwini Hospital,",Palghar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18111,Raigad Military School,"New Link Road, Behram Baug, Oshiwara. Jogeshwari(W)",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18112,Raigad Military School & Junior College,"At Achaloli Tal. Mahad Dist. Raigad, Maharashtra",Raigarh,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18113,Rainbow International School,"A/P -Jeur Kumbhari, Shirdi Manmad Road, Tel. Kopargaon,",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18114,Rainbow International School,"Brahmand, Phase4,Near Tmc Watertank,Kolshet",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18115,Rajawadi Mps Cbse School,"Eng School , Vidyavihar East , N Ward, Mumbai - 77",Mumbai (Sub-urban),Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18116,Rajeev Kore Bright Future Public School,"C/O,Arwade High School Harbat Road",Sangli,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18117,Rajiv Gandhi Academy Of E- School,"Parvati Industries Estate, Plot No.478, Shivdarshan, Pune City Haveli, Pune-411009, Maharashtra",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18118,Rajkumar Khiyani Sunrise Public School,"Prabhag Kramank 1, Nara Road, Jaripatka",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18119,Ram Ratna Vidya Mandir,"Keshav Srushti Uttan-Bhayandar(W) Sankul Uttan Distt Thane, Maharashtra",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,Yes
,,PR18120,Ramabai Deshmukh Public School,"Beside District Social Welfare Office, Laxmi Nagar, Sevagram Road, Distt Wardha, Maharashtra",Wardha,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18121,Ramsheth Thakur Public School,"Plot No-11, Sector-19, Kharghar, Navi Mumbai",Raigarh,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18122,Rasiklal M. Dhariwal International School,"Rasiklal M. Dhariwal International School, Chinchwad, Tal Haveli, Dist-Pune",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,Yes
,,PR18123,"Rayat English Medium School , Saidapur , Karad.","S.G.M College Campus,Vidyanagar ,Saidapur ,Karad.Tal-Karad ,Dist - Satara.Pin - 415315",Satara,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18124,Rbk Global School,"Indralok Phase Vi, Bhayander East,",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0197,,PR18125,Reliance Foundation School,C I P L Village Dahali Mouda Post Distt. Nagpur Maharashtra,Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0197,,PR18126,Reliance Foundation School,"Bombay Pune Highway, Lodhivali, Dist. Raigad, Maharashtra- 410207",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0197,,PR18127,Reliance Foundation School,"P.O. Petrochemicals Township, Nagothane, Dist. Raigad, Maharashtra- 402125",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18128,Riverdale High School,Gut No 345/P Satara Area Behind Bajaj Hospital Aurangabad Maharashtra,Aurangabad,Maharashtra,431001,X,X,X,CBD,,,1100,CBSE,,,,
,,PR18129,Rkl Galaxy International School,Building On S No 149 5 At Wadmukhwadi Tal Haveli Dist Pune 412105,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18130,,,,,,,,,,,,,,,,,
,,PR18131,Rosary High School,"Badlapur Gaon Road, Badlapur West",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18132,Royal Gondwana Public School,"Village Shankarpur Wardha Road, Po Khapri Nagpur Maharashtra",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18133,Rsems Global School,Csiber Campus Shivaji University Road Kolhapur,Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18134,Rukmin School,"Rukmin School, Post- Kapsi At Shirpur, Tahsil Kamptee, District Nagpur",Nagpur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18135,Rustomjie International School,"Ghat No. 99/1, Mohadi Shivar, Jalgaon, Maharashtra",Jalgaon,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0005,,PR18136,Ryan International School,"Plo No.27 , Near State Bank Of India, Evershine Nagar, Malad West",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0005,,PR18137,Ryan International School,"Asha Nagar Opp. Kanakia Sanskruti 90 Feet Road Kandivli East, Distt Mumbai, Maharashtra",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0005,,PR18138,Ryan International School,Plot No 34 Sector 10 Sonpada Navi Mumbai Maharashtra,Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
GS0005,,PR18139,Ryan International School,"Patankar Park, Near Ipmerior Tower, Nalasopara West",Mumbai,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18140,S B E S Centenary School,"Opp Citibank Nirala Bazar Road, Aurangapura",Aurangabad,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18141,S K International School,"Peth Shirala Road Rethre Dharan , Peth Shirala Road Rethre Dharan",Sangli,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,Yes
,,PR18142,S.B Patil International School,Vangali Tal. Indapur Dist.Pune,Pune,Maharashtra,,"7757006173, 9068139068",sbpatilinternationalschool@gmail.com,,Visit,,,700,CBSE,,,,
,,PR18143,S.N.B.P. International School,"Gate No. 687, Lane E-B , Ivy Estate Wagholi",Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18144,National Model High School (NMHS),"Jessore Rd, Madhyamgram Municipality Ward 17, Michael Nagar, New Barrakpur",Kolkata,West Bengal,700133,x,x,x,Visit,,,1000,State,,,,
CS-26,PT2061,PR18145,Sacred Heart Academy,"Pipla D.B, Patansaongi, Nagpur",Nagpur,Maharashtra,,X,X,X,Implement,,,,CBSE,,,,
,,PR18146,Sacred Heart Convent School,"P.O. - Rayte , Taluka - Kalyan, District - Thane - 421301",Thane,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18147,"Sacred Heart Convent School,Kolgaon","Shanti Nagar,Nagar- Daund Road,Kolgaon,Tal-Shrigonda, Dist -Ahmednagar",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18148,Sadhvi Preetisudhaji International School,"At - Pimplas, Taluka - Rahata, District- Ahmednagar, State - Maharashtra.",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18149,Sahyadri School,"Gut No 26, Patoda, Tal. & Dist. Aurangabad",Aurangabad,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18150,Sahyadri Valley Public School,A/P- Rajuri On Kalyan Nagar High Way Tal- Junnar Dist- Pune,Pune,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18151,Sai Angels International School,"Survey No.69/A,Tavale Nagar,Aurangabad Road",Ahmednagar,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18152,Sai International School,"At Post Shendri, Post Badyachi Wadi, Near Gadhinglaj Midc, Taluka Gadhinglaj, District Kolhapur",Kolhapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18153,"Saint Joseph's English Medium School,Barshi","66,Gattachi Wadi,Agalegaon Road,Barshi",Solapur,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,
,,PR18154,Saint Monica International School,"Station Road, Vaijapur, Dist Aurangabad",Aurangabad,Maharashtra,,X,X,X,Internet,,,1500,CBSE,,,,Yes
,,PR18155,Saksham School,Opp Gramopayogi Vidnayan Kendra Wardha Nagpur Highway Dattapur Wardha,Wardha,Maharashtra,,X,X,X,Internet,,,,CBSE,,,,Yes
